repository_name,repository_url,commit_id,parent_commit_id,commit_url,commit_message,commit_date,commit_author,commit_file
apache/logging-log4j2,https://github.com/apache/logging-log4j2,97b4a19064bbfd72f650ef74e6291e1978f41350,a2e53fade9d2380cc6218cd98c2a0529ba81b72e,https://github.com/apache/logging-log4j2/commit/97b4a19064bbfd72f650ef74e6291e1978f41350,"Refactor `MarkerManager` and other resource locks

Only one test needs write permission to `MarkerManager`",2022-06-20 19:31:02,Piotr P. Karwasz,"['log4j-api-test/src/test/java/org/apache/logging/log4j/AbstractLoggerTest.java', 'log4j-api-test/src/test/java/org/apache/logging/log4j/LoggerTest.java', 'log4j-api-test/src/test/java/org/apache/logging/log4j/MarkerTest.java', 'log4j-api-test/src/test/java/org/apache/logging/log4j/simple/SimpleLoggerTest.java']"
apache/logging-log4j2,https://github.com/apache/logging-log4j2,e362e7bb7c8b844d07b557a0953fa41282c66c62,ae2afdd2109f6193d2c0dc2bf4df2227b349e283,https://github.com/apache/logging-log4j2/commit/e362e7bb7c8b844d07b557a0953fa41282c66c62,Refactor magic strings into test constants.,2022-02-07 17:05:19,Gary Gregory,"['log4j-mongodb3/src/test/java/org/apache/logging/log4j/mongodb3/MongoDb3AuthFailureTest.java', 'log4j-mongodb3/src/test/java/org/apache/logging/log4j/mongodb3/MongoDb3CappedTest.java', 'log4j-mongodb3/src/test/java/org/apache/logging/log4j/mongodb3/MongoDb3MapMessageTest.java', 'log4j-mongodb3/src/test/java/org/apache/logging/log4j/mongodb3/MongoDb3Test.java']"
apache/logging-log4j2,https://github.com/apache/logging-log4j2,c77ae68701c4de965eb56482d640435f6bce5d89,1abbebd985eec89b42af096ddee72b6ddb65ec7e,https://github.com/apache/logging-log4j2/commit/c77ae68701c4de965eb56482d640435f6bce5d89,Refactor magic strings into test constants.,2022-02-07 14:29:05,Gary Gregory,"['log4j-mongodb4/src/test/java/org/apache/logging/log4j/mongodb4/MongoDb4AuthFailureTest.java', 'log4j-mongodb4/src/test/java/org/apache/logging/log4j/mongodb4/MongoDb4CappedTest.java', 'log4j-mongodb4/src/test/java/org/apache/logging/log4j/mongodb4/MongoDb4MapMessageTest.java', 'log4j-mongodb4/src/test/java/org/apache/logging/log4j/mongodb4/MongoDb4Test.java']"
apache/logging-log4j2,https://github.com/apache/logging-log4j2,2320eef8118c9b397e0cba37216ce468220ddb5d,cdac17cd594e5235b8e26e28b4c80583fe9afc75,https://github.com/apache/logging-log4j2/commit/2320eef8118c9b397e0cba37216ce468220ddb5d,Refactor timeouts in SocketAppenderReconnectTest.,2021-12-23 10:19:54,Volkan Yazici,['log4j-core/src/test/java/org/apache/logging/log4j/core/net/SocketAppenderReconnectTest.java']
apache/logging-log4j2,https://github.com/apache/logging-log4j2,d5b5df4dc9a314a2a48cd14223ac9007b4260273,9e7fe9e1a7165b7ffa0d766062e8ec02d34eeadb,https://github.com/apache/logging-log4j2/commit/d5b5df4dc9a314a2a48cd14223ac9007b4260273,Refactor existing test before playing with [LOG4J2-1839],2017-03-07 07:49:35,ggregory,"['log4j-core/src/test/java/org/apache/logging/log4j/core/appender/db/jdbc/JdbcAppenderH2DataSourceTest.java', 'log4j-core/src/test/java/org/apache/logging/log4j/core/appender/db/jdbc/JdbcAppenderH2FactoryMethodTest.java']"
apache/logging-log4j2,https://github.com/apache/logging-log4j2,50609f9c70679c03bc94229ea4fdd3d11337bb92,3c7a91fd119348ccba3c78313302c609122ed53f,https://github.com/apache/logging-log4j2/commit/50609f9c70679c03bc94229ea4fdd3d11337bb92,[LOG4J2-1774]: Refactor JmsAppenderTest to use JndiRule and Mockito,2017-01-07 23:26:48,Matt Sicker,['log4j-core/src/test/java/org/apache/logging/log4j/core/appender/mom/JmsAppenderTest.java']
apache/logging-log4j2,https://github.com/apache/logging-log4j2,3c7a91fd119348ccba3c78313302c609122ed53f,b1cabb925981a3621c02ff7ce6bd658fd95d8672,https://github.com/apache/logging-log4j2/commit/3c7a91fd119348ccba3c78313302c609122ed53f,[LOG4J2-1774]: Refactor RoutingAppenderWithJndiTest to use JndiRule,2017-01-07 22:38:51,Matt Sicker,['log4j-core/src/test/java/org/apache/logging/log4j/core/appender/routing/RoutingAppenderWithJndiTest.java']
apache/logging-log4j2,https://github.com/apache/logging-log4j2,b1cabb925981a3621c02ff7ce6bd658fd95d8672,ac89d8a360197eda2e9a0a73c0e09ba3d49d93ab,https://github.com/apache/logging-log4j2/commit/b1cabb925981a3621c02ff7ce6bd658fd95d8672,[LOG4J2-1774]: Refactor InterpolatorTest to use JndiRule,2017-01-07 22:34:39,Matt Sicker,['log4j-core/src/test/java/org/apache/logging/log4j/core/lookup/InterpolatorTest.java']
apache/logging-log4j2,https://github.com/apache/logging-log4j2,ac89d8a360197eda2e9a0a73c0e09ba3d49d93ab,98f20e9f67c2f33d6059abd34daaebe5f0f0c4a1,https://github.com/apache/logging-log4j2/commit/ac89d8a360197eda2e9a0a73c0e09ba3d49d93ab,Refactor JndiLookupTest to use JndiRule,2017-01-07 22:22:13,Matt Sicker,['log4j-core/src/test/java/org/apache/logging/log4j/core/lookup/JndiLookupTest.java']
apache/logging-log4j2,https://github.com/apache/logging-log4j2,cbf9ef03b86aa9aa0ecb7244710267cea613d473,7e5297d5220bc832df87dc3883446801be83c7d0,https://github.com/apache/logging-log4j2/commit/cbf9ef03b86aa9aa0ecb7244710267cea613d473,Refactor DataSourceConnectionSourceTest to use JndiRule,2017-01-07 22:14:16,Matt Sicker,['log4j-core/src/test/java/org/apache/logging/log4j/core/appender/db/jdbc/DataSourceConnectionSourceTest.java']
apache/logging-log4j2,https://github.com/apache/logging-log4j2,29a6821d0be759d977b4ee90db4c120f03bb6109,489d70846f3a724790dd7759cf8d73ee2d568042,https://github.com/apache/logging-log4j2/commit/29a6821d0be759d977b4ee90db4c120f03bb6109,"Refactor JdbcAppender tests into JUnit rules

This adds two new JUnit rules: JdbcRule (for setup and teardown of a JDBC table) and JndiRule (for setup and teardown of a MockContext and binding of a value inside it).",2017-01-07 19:46:42,Matt Sicker,"['log4j-core/src/test/java/org/apache/logging/log4j/core/appender/db/jdbc/AbstractJdbcAppenderDataSourceTest.java', 'log4j-core/src/test/java/org/apache/logging/log4j/core/appender/db/jdbc/AbstractJdbcAppenderFactoryMethodTest.java', 'log4j-core/src/test/java/org/apache/logging/log4j/core/appender/db/jdbc/AbstractJdbcAppenderTest.java', 'log4j-core/src/test/java/org/apache/logging/log4j/core/appender/db/jdbc/JdbcAppenderH2DataSourceTest.java', 'log4j-core/src/test/java/org/apache/logging/log4j/core/appender/db/jdbc/JdbcAppenderH2FactoryMethodTest.java', 'log4j-core/src/test/java/org/apache/logging/log4j/core/appender/db/jdbc/JdbcAppenderHsqlDataSourceTest.java', 'log4j-core/src/test/java/org/apache/logging/log4j/core/appender/db/jdbc/JdbcAppenderHsqlFactoryMethodTest.java']"
apache/logging-log4j2,https://github.com/apache/logging-log4j2,e7e58a32492444b349b3f65f964239e5b8093920,c81bed05a4813a028dd1a1fb07264dd618db3652,https://github.com/apache/logging-log4j2/commit/e7e58a32492444b349b3f65f964239e5b8093920,"Better tests for [LOG4J2-1474]. Refactor constants.

CronTriggeringPolicy raise exception and fail to rollover log file when
evaluateOnStartup is true.",2016-12-15 23:06:49,ggregory,['log4j-core/src/test/java/org/apache/logging/log4j/core/appender/rolling/CronTriggeringPolicyTest.java']
apache/logging-log4j2,https://github.com/apache/logging-log4j2,bdd0e36237a8a30d46b814961140a08181a34ad1,86a037ffc4487cf025669c44137e3790bbf90e97,https://github.com/apache/logging-log4j2/commit/bdd0e36237a8a30d46b814961140a08181a34ad1,"Try to fix test on Jenkins by waiting a little longer for messages to
come. Refactor this waiting in a new ListAppender method.",2016-09-08 20:29:45,Gary Gregory,['log4j-core/src/test/java/org/apache/logging/log4j/core/appender/AsyncAppenderTest.java']
apache/logging-log4j2,https://github.com/apache/logging-log4j2,dd5a253234cebade3925c34f0b8ef5e565b2f2dd,0af1bc26d6523aadd21406d7b7d38aec75316a9f,https://github.com/apache/logging-log4j2/commit/dd5a253234cebade3925c34f0b8ef5e565b2f2dd,Refactor context selectors to test.,2016-08-05 19:21:54,ggregory,"['log4j-core/src/test/java/org/apache/logging/log4j/core/appender/JsonCompleteFileAppenderTest.java', 'log4j-core/src/test/java/org/apache/logging/log4j/core/appender/XmlCompleteFileAppenderTest.java']"
apache/logging-log4j2,https://github.com/apache/logging-log4j2,67ca08b2a69408f1d57d7cb8f074f4a1937fc508,c7be2fe0110da46108b518edda51b5fa358cecb2,https://github.com/apache/logging-log4j2/commit/67ca08b2a69408f1d57d7cb8f074f4a1937fc508,Refactor to add XML test.,2016-04-06 22:00:18,ggregory,"['log4j-core/src/test/java/org/apache/logging/log4j/core/jackson/LevelMixInJsonTest.java', 'log4j-core/src/test/java/org/apache/logging/log4j/core/jackson/LevelMixInTest.java', 'log4j-core/src/test/java/org/apache/logging/log4j/core/jackson/LevelMixInXmlTest.java']"
apache/logging-log4j2,https://github.com/apache/logging-log4j2,c7be2fe0110da46108b518edda51b5fa358cecb2,57b72ed30ebea345d884aebeb3e62ca054e817a1,https://github.com/apache/logging-log4j2/commit/c7be2fe0110da46108b518edda51b5fa358cecb2,Refactor to add XML test.,2016-04-06 21:28:03,ggregory,['log4j-core/src/test/java/org/apache/logging/log4j/core/impl/ThrowableProxyTest.java']
apache/logging-log4j2,https://github.com/apache/logging-log4j2,57b72ed30ebea345d884aebeb3e62ca054e817a1,a2d3215ab02d058e226e13b6d75336595d164447,https://github.com/apache/logging-log4j2/commit/57b72ed30ebea345d884aebeb3e62ca054e817a1,Refactor to add XML test.,2016-04-06 21:23:11,ggregory,['log4j-core/src/test/java/org/apache/logging/log4j/MarkerMixInTest.java']
apache/logging-log4j2,https://github.com/apache/logging-log4j2,a2d3215ab02d058e226e13b6d75336595d164447,96a9e998a1bc717bd021034048a1fac30475a489,https://github.com/apache/logging-log4j2/commit/a2d3215ab02d058e226e13b6d75336595d164447,Refactor to add XML test.,2016-04-06 21:21:45,ggregory,"['log4j-core/src/test/java/org/apache/logging/log4j/MarkerMixInJsonTest.java', 'log4j-core/src/test/java/org/apache/logging/log4j/MarkerMixInTest.java', 'log4j-core/src/test/java/org/apache/logging/log4j/MarkerMixInXmlTest.java']"
apache/logging-log4j2,https://github.com/apache/logging-log4j2,542b8beb4a5718c3495a45a60529175d7e05c12b,f7d63106b9ded11480e3c243e0b616b4bda3a762,https://github.com/apache/logging-log4j2/commit/542b8beb4a5718c3495a45a60529175d7e05c12b,"Refactor to a new file a very handy filter for users (like me) writing
application tests:
org.apache.logging.log4j.core.net.server.AbstractSocketServerTest.ThreadFilter
-> org.apache.logging.log4j.core.net.server.ThreadFilter.",2015-11-02 10:55:36,ggregory,['log4j-core/src/test/java/org/apache/logging/log4j/core/net/server/AbstractSocketServerTest.java']
apache/logging-log4j2,https://github.com/apache/logging-log4j2,6d2baec217094689f36b53188351aa1b26754dac,c1e25297756adf228582389ef5ebca78d9135f2e,https://github.com/apache/logging-log4j2/commit/6d2baec217094689f36b53188351aa1b26754dac,Async Loggers performance test refactoring,2015-10-25 13:51:53,rpopma,['log4j-core/src/test/java/org/apache/logging/log4j/core/async/perftest/MultiThreadPerfTest.java']
apache/logging-log4j2,https://github.com/apache/logging-log4j2,c697938585936779a47928f150401cb74967227e,bf3ba25dfe9e4d8a831bea783bed3a6e65b4593b,https://github.com/apache/logging-log4j2/commit/c697938585936779a47928f150401cb74967227e,"LOG4J2-323, 493, 1159 update test for refactoring",2015-10-20 17:08:43,rpopma,['log4j-core/src/test/java/org/apache/logging/log4j/core/async/AsyncLoggerThreadNameStrategyTest.java']
apache/logging-log4j2,https://github.com/apache/logging-log4j2,2e092d30127691ded802c9a9aa11c447aa159e0e,0db8c1a2558e6f49afeb88685955564d862da08f,https://github.com/apache/logging-log4j2/commit/2e092d30127691ded802c9a9aa11c447aa159e0e,Refactor duplictate test assert into a method.,2015-08-20 01:09:11,ggregory,['log4j-core/src/test/java/org/apache/logging/log4j/core/LoggerTest.java']
apache/logging-log4j2,https://github.com/apache/logging-log4j2,c6e7a59b89e1d9ae8a802235e0f14b76032c4db1,e6af9263772cbd305a868c5989515a4654ae53b7,https://github.com/apache/logging-log4j2/commit/c6e7a59b89e1d9ae8a802235e0f14b76032c4db1,"Refactor console appender test to test both sys out and sys err but only
keeping testing sys out as new sys err tests fail.",2015-04-20 14:50:14,Gary Gregory,['log4j-core/src/test/java/org/apache/logging/log4j/core/appender/ConsoleAppenderTest.java']
apache/logging-log4j2,https://github.com/apache/logging-log4j2,2f612f40c9a577cd1ac9f4712f7b15e04d8dcf43,cbeab8131b5d4a9cf215ca5b2c44a201db97aba4,https://github.com/apache/logging-log4j2/commit/2f612f40c9a577cd1ac9f4712f7b15e04d8dcf43,"Refactor tests stopping the LogManager's Core LoggerContext into a
utility class.",2015-03-25 23:52:33,Gary Gregory,"['log4j-core/src/test/java/org/apache/logging/log4j/core/LoggerTest.java', 'log4j-core/src/test/java/org/apache/logging/log4j/core/appender/RollingRandomAccessFileAppenderRolloverTest.java', 'log4j-core/src/test/java/org/apache/logging/log4j/core/appender/XmlCompactFileAppenderTest.java', 'log4j-core/src/test/java/org/apache/logging/log4j/core/appender/XmlCompactFileAsyncAppenderValidationTest.java', 'log4j-core/src/test/java/org/apache/logging/log4j/core/appender/XmlCompleteFileAppenderTest.java', 'log4j-core/src/test/java/org/apache/logging/log4j/core/appender/XmlFileAppenderTest.java', 'log4j-core/src/test/java/org/apache/logging/log4j/core/appender/XmlRandomAccessFileAppenderTest.java', 'log4j-core/src/test/java/org/apache/logging/log4j/core/async/AsyncLoggerConfigAutoFlushTest.java', 'log4j-core/src/test/java/org/apache/logging/log4j/core/async/AsyncLoggerConfigTest.java', 'log4j-core/src/test/java/org/apache/logging/log4j/core/async/AsyncLoggerConfigUseAfterShutdownTest.java', 'log4j-core/src/test/java/org/apache/logging/log4j/core/async/AsyncLoggerContextTest.java', 'log4j-core/src/test/java/org/apache/logging/log4j/core/async/AsyncLoggerLocationTest.java', 'log4j-core/src/test/java/org/apache/logging/log4j/core/async/AsyncLoggerTest.java', 'log4j-core/src/test/java/org/apache/logging/log4j/core/async/AsyncLoggerThreadContextTest.java', 'log4j-core/src/test/java/org/apache/logging/log4j/core/async/AsyncLoggerTimestampMessageTest.java', 'log4j-core/src/test/java/org/apache/logging/log4j/core/async/AsyncLoggerUseAfterShutdownTest.java']"
apache/logging-log4j2,https://github.com/apache/logging-log4j2,408d0a9ab9e98f8856edccc0a1670b70abaafbdc,260a4a0180d684c704263bf9750f82264ecf4d5c,https://github.com/apache/logging-log4j2/commit/408d0a9ab9e98f8856edccc0a1670b70abaafbdc,Refactor SerializationTestUtils into Hamcrest matchers.,2014-10-04 16:26:46,Matt Sicker,['log4j-api/src/test/java/org/apache/logging/log4j/AbstractSerializationTest.java']
apache/logging-log4j2,https://github.com/apache/logging-log4j2,a121ae06c97e18fd945eb615af87fcb676a52523,837e0aa18f73f1956f7cb2f901a2fbe960501c61,https://github.com/apache/logging-log4j2/commit/a121ae06c97e18fd945eb615af87fcb676a52523,"[LOG4J2-428] Implement a GELF layout. Refactor compression type enum to
make it create the deflator stream, which avoid a switch in the layout,
a bit more OO. Also test ZLIB compression and no compression.",2014-09-15 13:35:28,Gary Gregory,"['log4j-core/src/test/java/org/apache/logging/log4j/core/config/plugins/convert/TypeConvertersTest.java', 'log4j-core/src/test/java/org/apache/logging/log4j/core/layout/GelfLayoutTest.java']"
apache/logging-log4j2,https://github.com/apache/logging-log4j2,2d1c0f87b11c06adedeed2039279e2574045e060,0a7e3a42a25c6c60ff8c903963a004c1a49911b5,https://github.com/apache/logging-log4j2/commit/2d1c0f87b11c06adedeed2039279e2574045e060,Refactor tests and update a few.,2014-09-10 06:41:43,Matt Sicker,"['log4j-jul/src/test/java/org/apache/logging/log4j/jul/AbstractLoggerTest.java', 'log4j-jul/src/test/java/org/apache/logging/log4j/jul/ApiLoggerTest.java', 'log4j-jul/src/test/java/org/apache/logging/log4j/jul/CoreLoggerTest.java']"
apache/logging-log4j2,https://github.com/apache/logging-log4j2,3faed6d42a6b87e068b431df5fcdf4066cc59a1d,7f3bcce08cbc87a319f653562543d69ccd5df2be,https://github.com/apache/logging-log4j2/commit/3faed6d42a6b87e068b431df5fcdf4066cc59a1d,"Refactor LoggerStream constructors into builder class.

  - Now all the relevant classes can be constructed from a single unified builder class: LoggerStreams.
  - Removed a lot of constructors.
  - All constructors are now protected to allow for extension.
  - Updated tests to use builder.
  - Some documentation updated.",2014-09-04 16:56:30,Matt Sicker,"['log4j-iostreams/src/test/java/org/apache/logging/log4j/io/AbstractLoggerOutputStreamTest.java', 'log4j-iostreams/src/test/java/org/apache/logging/log4j/io/AbstractLoggerWriterTest.java', 'log4j-iostreams/src/test/java/org/apache/logging/log4j/io/LoggerBufferedInputStreamCallerInfoTest.java', 'log4j-iostreams/src/test/java/org/apache/logging/log4j/io/LoggerBufferedInputStreamTest.java', 'log4j-iostreams/src/test/java/org/apache/logging/log4j/io/LoggerBufferedReaderCallerInfoTest.java', 'log4j-iostreams/src/test/java/org/apache/logging/log4j/io/LoggerBufferedReaderTest.java', 'log4j-iostreams/src/test/java/org/apache/logging/log4j/io/LoggerFilterOutputStreamTest.java', 'log4j-iostreams/src/test/java/org/apache/logging/log4j/io/LoggerFilterWriterTest.java', 'log4j-iostreams/src/test/java/org/apache/logging/log4j/io/LoggerInputStreamCallerInfoTest.java', 'log4j-iostreams/src/test/java/org/apache/logging/log4j/io/LoggerInputStreamTest.java', 'log4j-iostreams/src/test/java/org/apache/logging/log4j/io/LoggerOutputStreamCallerInfoTest.java', 'log4j-iostreams/src/test/java/org/apache/logging/log4j/io/LoggerOutputStreamTest.java', 'log4j-iostreams/src/test/java/org/apache/logging/log4j/io/LoggerPrintStreamCallerInfoTest.java', 'log4j-iostreams/src/test/java/org/apache/logging/log4j/io/LoggerPrintStreamTest.java', 'log4j-iostreams/src/test/java/org/apache/logging/log4j/io/LoggerPrintWriterCallerInfoTest.java', 'log4j-iostreams/src/test/java/org/apache/logging/log4j/io/LoggerPrintWriterTest.java', 'log4j-iostreams/src/test/java/org/apache/logging/log4j/io/LoggerReaderCallerInfoTest.java', 'log4j-iostreams/src/test/java/org/apache/logging/log4j/io/LoggerReaderTest.java', 'log4j-iostreams/src/test/java/org/apache/logging/log4j/io/LoggerWriterTest.java']"
apache/logging-log4j2,https://github.com/apache/logging-log4j2,bb5d55b7da937bff91117e39dd62d46004536d76,f892f849e72d59e74f0999d86b8b0fdf54efc218,https://github.com/apache/logging-log4j2/commit/bb5d55b7da937bff91117e39dd62d46004536d76,Test newly refactored LoggerOutputStream and LoggerFilterOutputStream.,2014-09-03 03:23:09,Gary Gregory,"['log4j-streams/src/test/java/org/apache/logging/log4j/streams/AbstractLoggerOutputStreamTest.java', 'log4j-streams/src/test/java/org/apache/logging/log4j/streams/LoggerFilterOutputStreamTest.java', 'log4j-streams/src/test/java/org/apache/logging/log4j/streams/LoggerOutputStreamTest.java', 'log4j-streams/src/test/java/org/apache/logging/log4j/streams/LoggerPrintStreamTest.java']"
apache/logging-log4j2,https://github.com/apache/logging-log4j2,1002626a1cff6a7066ac4142aced47aed459d13b,1988319b33d7ed1b3ecf6a90085d7fe506097e60,https://github.com/apache/logging-log4j2/commit/1002626a1cff6a7066ac4142aced47aed459d13b,"Refactor CouchDbObject into DefaultNoSqlObject.

  - Back when I was looking into the APIs for some other NoSQL drivers, I noticed that almost all of them use Map<String, Object> as their document type. Only MongoDB uses a more specific class. Therefore, I've renamed the CouchDbObject class due to its versatility in supporting more NoSQL drivers in the future.
  - Updated tests that referenced the old class.

git-svn-id: https://svn.apache.org/repos/asf/logging/log4j/log4j2/trunk@1606953 13f79535-47bb-0310-9956-ffa450edef68",2014-07-01 00:27:25,mattsicker,['log4j-nosql/src/test/java/org/apache/logging/log4j/nosql/appender/NoSqlDatabaseManagerTest.java']
apache/logging-log4j2,https://github.com/apache/logging-log4j2,633de9b5430f3337fecc075e3c1fb5e871c2add4,3f7805d0b0f192d9321e150135e20c36d2c3a5d7,https://github.com/apache/logging-log4j2/commit/633de9b5430f3337fecc075e3c1fb5e871c2add4,"Re-used AvailablePortFinder from the Core tests and remove the recently refactored FreePortFinder.

git-svn-id: https://svn.apache.org/repos/asf/logging/log4j/log4j2/trunk@1605658 13f79535-47bb-0310-9956-ffa450edef68",2014-06-26 03:22:33,Gary D. Gregory,"['log4j-flume-ng/src/test/java/org/apache/logging/log4j/flume/appender/FlumeAppenderTest.java', 'log4j-flume-ng/src/test/java/org/apache/logging/log4j/flume/appender/FlumeEmbeddedAgentTest.java', 'log4j-flume-ng/src/test/java/org/apache/logging/log4j/flume/appender/FlumeEmbeddedAppenderTest.java', 'log4j-flume-ng/src/test/java/org/apache/logging/log4j/flume/appender/FlumePersistentAppenderTest.java']"
